T,k1,k2,k4,k6,k12
9.200000000000001510e-01,3.185237788994044750e-01,2.463957010245821366e-01,2.120423027029972318e-01,2.135901433852894216e-01,2.136944096520210779e-01
9.250000000000001554e-01,3.215436358283697005e-01,2.511726131082526181e-01,2.154274089227748434e-01,2.169992092848627707e-01,2.171051398269785992e-01
9.300000000000001599e-01,3.245177175514868950e-01,2.559836063453780342e-01,2.188298164407243562e-01,2.204255661464316618e-01,2.205331693194701459e-01
9.350000000000001643e-01,3.274454584112352906e-01,2.608272914783605345e-01,2.222493639258971698e-01,2.238690269240617703e-01,2.239783112345517524e-01
9.400000000000001688e-01,3.303263283838121511e-01,2.657022355689875881e-01,2.256858935467676575e-01,2.273294123833480840e-01,2.274403862845276181e-01
9.450000000000001732e-01,3.331598340106101674e-01,2.706069557234514478e-01,2.291392601161402198e-01,2.308065473644039245e-01,2.309192184168918360e-01
9.500000000000001776e-01,3.359455178597592906e-01,2.755399282405869288e-01,2.326093257565276518e-01,2.343002619809020914e-01,2.344146383115309207e-01
9.550000000000001821e-01,3.386829568874372698e-01,2.804995802541122019e-01,2.360959577785149421e-01,2.378103883993177292e-01,2.379264787144564353e-01
9.600000000000001865e-01,3.413717617917200742e-01,2.854842979616024068e-01,2.395990369308265977e-01,2.413367698750335244e-01,2.414545811291191613e-01
9.650000000000001910e-01,3.440115797548327081e-01,2.904924256985631503e-01,2.431184541185072434e-01,2.448792507836473065e-01,2.449987917862995190e-01
9.700000000000001954e-01,3.466020905751321934e-01,2.955222662848200899e-01,2.466541074386264243e-01,2.484376796862975689e-01,2.485589574807712254e-01
9.750000000000001998e-01,3.491430048241374040e-01,3.005720848547889235e-01,2.502059064768414332e-01,2.520119116222742095e-01,2.521349342643475766e-01
9.800000000000002043e-01,3.516340688936027137e-01,3.056401047629720980e-01,2.537737743368851384e-01,2.556018078569977647e-01,2.557265822611399231e-01
9.850000000000002087e-01,3.540750579344998927e-01,3.107245191169561438e-01,2.573576418496426599e-01,2.592072303675419520e-01,2.593337657841310873e-01
9.900000000000002132e-01,3.564657795540605023e-01,3.158234793687598185e-01,2.609574561041050900e-01,2.628280504435310250e-01,2.629563534517487811e-01
9.950000000000002176e-01,3.588060720893794242e-01,3.209351100719183281e-01,2.645731748707192410e-01,2.664641418614889234e-01,2.665942194091109330e-01
1.000000000000000222e+00,3.610958034805379357e-01,3.260575018870782160e-01,2.682047690605316448e-01,2.701153831718983711e-01,2.702472432503100763e-01
1.005000000000000338e+00,3.633348698739436999e-01,3.311887153090166125e-01,2.718522263667201289e-01,2.737816569287067070e-01,2.739153063635591523e-01
1.010000000000000231e+00,3.655231970878248249e-01,3.363267869738174043e-01,2.755155498479490150e-01,2.774628527046907878e-01,2.775982998248772704e-01
1.015000000000000124e+00,3.676607373781504706e-01,3.414697244330522907e-01,2.791947539793060984e-01,2.811588616291605391e-01,2.812961122411473114e-01
1.020000000000000240e+00,3.697474722130779101e-01,3.466155145837036544e-01,2.828898782425426917e-01,2.848695818569169647e-01,2.850086441785749103e-01
1.025000000000000355e+00,3.717834066996329456e-01,3.517621209647716074e-01,2.866009724322716723e-01,2.885949153208501317e-01,2.887357961611770607e-01
1.030000000000000249e+00,3.737685741289632491e-01,3.569074882858737086e-01,2.903281089605692644e-01,2.923347664429699067e-01,2.924774732337987460e-01
1.035000000000000142e+00,3.757030319151423159e-01,3.620495461631457190e-01,2.940713796573125038e-01,2.960890460912413702e-01,2.962335857514820092e-01
1.040000000000000258e+00,3.775868606403777195e-01,3.671862090293133152e-01,2.978308984680212435e-01,2.998576703383549757e-01,3.000040492651124269e-01
1.045000000000000373e+00,3.794201665474618013e-01,3.723153783508072467e-01,3.016068009698004149e-01,3.036405575562729497e-01,3.037887830081854590e-01
1.050000000000000266e+00,3.812030766381370173e-01,3.774349434992886332e-01,3.053992475909873550e-01,3.074376321854366823e-01,3.075877116009985146e-01
1.055000000000000160e+00,3.829357420581658844e-01,3.825427896642087378e-01,3.092084198830225561e-01,3.112488206458153273e-01,3.114007604765323678e-01
1.060000000000000275e+00,3.846183335731724329e-01,3.876367939747994984e-01,3.130345291468829005e-01,3.150740567781085688e-01,3.152278634122041567e-01
1.065000000000000391e+00,3.862510449514912625e-01,3.927148326099417774e-01,3.168778153606056636e-01,3.189132772696280371e-01,3.190689589238628332e-01
1.070000000000000284e+00,3.878340869367670751e-01,3.977747795413934528e-01,3.207385424963682952e-01,3.227664238369954974e-01,3.229239858404399088e-01
1.075000000000000178e+00,3.893676934596524419e-01,4.028145097589864165e-01,3.246170106385727339e-01,3.266334414109285378e-01,3.267928916417252028e-01
1.080000000000000293e+00,3.908521136342103519e-01,4.078319052069901973e-01,3.285135473252155380e-01,3.305142820231311562e-01,3.306756256815647221e-01
1.085000000000000409e+00,3.922876177420155375e-01,4.128248507484501562e-01,3.324285176620201954e-01,3.344088996448670303e-01,3.345721454683927010e-01
1.090000000000000302e+00,3.936744893451306071e-01,4.177912430658460852e-01,3.363623187291332473e-01,3.383172560122994499e-01,3.384824093233264053e-01
1.095000000000000195e+00,3.950130334695601819e-01,4.227289886038488875e-01,3.403153847558738621e-01,3.422393149410397073e-01,3.424063831769519894e-01
1.100000000000000311e+00,3.963035691390005555e-01,4.276360097366095903e-01,3.442881875370674694e-01,3.461750467392833430e-01,3.463440358286719034e-01
1.105000000000000426e+00,3.975464266092744725e-01,4.325102388136327636e-01,3.482812407684667266e-01,3.501244246439940144e-01,3.502953426604006881e-01
1.110000000000000320e+00,3.987419590711916983e-01,4.373496339549199918e-01,3.522950963485983467e-01,3.540874315088872182e-01,3.542602840278520349e-01
1.115000000000000213e+00,3.998905262014852413e-01,4.421521682662633568e-01,3.563303504638960506e-01,3.580640515699063942e-01,3.582388445955154155e-01
1.120000000000000329e+00,4.009925048720220930e-01,4.469158418629605722e-01,3.603876413649232946e-01,3.620542766569202486e-01,3.622310176254474046e-01
1.125000000000000444e+00,4.020482836653018199e-01,4.516386744590762947e-01,3.644676505598633542e-01,3.660580985831442535e-01,3.662367946410950981e-01
1.130000000000000338e+00,4.030582637670755419e-01,4.563187180539609034e-01,3.685711112977331227e-01,3.700755249136379321e-01,3.702561821605777626e-01
1.135000000000000231e+00,4.040228583734873924e-01,4.609540522904077564e-01,3.726987976004904057e-01,3.741065611306827465e-01,3.742891856095554859e-01
1.140000000000000346e+00,4.049424903129762443e-01,4.655427867472640702e-01,3.768515380420113248e-01,3.781512226952445377e-01,3.783358216580269273e-01
1.145000000000000462e+00,4.058175939303245161e-01,4.700830663162405276e-01,3.810302001272526939e-01,3.822095278516181582e-01,3.823961074933547866e-01
1.150000000000000355e+00,4.066486119169711588e-01,4.745730682653716559e-01,3.852357084555003697e-01,3.862815014743505304e-01,3.864700694689028881e-01
1.155000000000000249e+00,4.074359977035425517e-01,4.790110120189707277e-01,3.894690351324837652e-01,3.903671800409292958e-01,3.905577424900831263e-01
1.160000000000000364e+00,4.081802130251334648e-01,4.833951501037604959e-01,3.937311976365266419e-01,3.944665999888742336e-01,3.946591634562680584e-01
1.165000000000000480e+00,4.088817267200452465e-01,4.877237795231083584e-01,3.980232669587026595e-01,3.985798067196457128e-01,3.987743782396526715e-01
1.170000000000000373e+00,4.095410176585547180e-01,4.919952411874818909e-01,4.023463613878065503e-01,4.027068547429736300e-01,4.029034410502064789e-01
1.175000000000000266e+00,4.101585678373266264e-01,4.962079125148123881e-01,4.067016416808845181e-01,4.068478007768218108e-01,4.070464080407899532e-01
1.180000000000000382e+00,4.107348704973646791e-01,5.003602252262596695e-01,4.110903189324945362e-01,4.110027102921522402e-01,4.112033456804555231e-01
1.185000000000000497e+00,4.112704218783848620e-01,5.044506517304372384e-01,4.155136481587275998e-01,4.151716581723975952e-01,4.153743288159985614e-01
1.190000000000000391e+00,4.117657241287099867e-01,5.084777172870149631e-01,4.199729243437035353e-01,4.193547225161965986e-01,4.195594349809541046e-01
1.195000000000000284e+00,4.122212856416674898e-01,5.124399941414116144e-01,4.244694820876305785e-01,4.235519926087950582e-01,4.237587539479560350e-01
1.200000000000000400e+00,4.126376176749603220e-01,5.163361053384110111e-01,4.290046904387169735e-01,4.277635629712507881e-01,4.279723799349712254e-01
1.205000000000000515e+00,4.130152378467590868e-01,5.201647256591892532e-01,4.335799486554494098e-01,4.319895315374469025e-01,4.322004105683510122e-01
1.210000000000000409e+00,4.133546678142253628e-01,5.239245844324005308e-01,4.381966880351308435e-01,4.362300133675668934e-01,4.364429630143719652e-01
1.215000000000000302e+00,4.136564273915511736e-01,5.276144627197612014e-01,4.428563548974918662e-01,4.404851180106473807e-01,4.407001446471437989e-01
1.220000000000000417e+00,4.139210474907175086e-01,5.312331969031804935e-01,4.475604183351579723e-01,4.447549764163840069e-01,4.449720847476969499e-01
1.225000000000000533e+00,4.141490548281724915e-01,5.347796793397920911e-01,4.523103515008399800e-01,4.490397152001615044e-01,4.492589136761984125e-01
1.230000000000000426e+00,4.143409832968460438e-01,5.382528600961224985e-01,4.571076323722779722e-01,4.533394786099266827e-01,4.535607748445970588e-01
1.235000000000000320e+00,4.144973625896942737e-01,5.416517396461540956e-01,4.619537302841260629e-01,4.576544101730918856e-01,4.578778101083093577e-01
1.240000000000000435e+00,4.146187316056428318e-01,5.449753839403828071e-01,4.668501026028339940e-01,4.619846705100629225e-01,4.622101800411117511e-01
1.245000000000000551e+00,4.147056209502510415e-01,5.482229077469205070e-01,4.717981764068570616e-01,4.663304174312712380e-01,4.665580440654795158e-01
1.250000000000000444e+00,4.147585719316284059e-01,5.513934911438591602e-01,4.767993522225568159e-01,4.706918321772947666e-01,4.709215795095646473e-01
1.255000000000000338e+00,4.147781189600686647e-01,5.544863665674083508e-01,4.818549735974287929e-01,4.750690905586109625e-01,4.753009632252337968e-01
1.260000000000000453e+00,4.147648003449690424e-01,5.575008270630734675e-01,4.869663289808203177e-01,4.794623854342818237e-01,4.796963877318207725e-01
1.265000000000000568e+00,4.147191516623573992e-01,5.604362251598884459e-01,4.921346379549443317e-01,4.838719216415656721e-01,4.841080547135503398e-01
1.270000000000000462e+00,4.146417085570954231e-01,5.632919677434069516e-01,4.973610250469386318e-01,4.882979045950366359e-01,4.885361689210834246e-01
1.275000000000000355e+00,4.145330090521427979e-01,5.660675226726310516e-01,5.026465212720766518e-01,4.927405642840556044e-01,4.929809588216650940e-01
1.280000000000000471e+00,4.143935851175230556e-01,5.687624144457006370e-01,5.079920325101741074e-01,4.972001312353315217e-01,4.974426485659934616e-01
1.285000000000000586e+00,4.142239708804231757e-01,5.713762223069632773e-01,5.133983337246574852e-01,5.016768521337591213e-01,5.019214817891806124e-01
1.290000000000000480e+00,4.140246969996931869e-01,5.739085860212436163e-01,5.188660496457944138e-01,5.061709880505029790e-01,5.064177133173866086e-01
1.295000000000000373e+00,4.137962941153096597e-01,5.763592025598286428e-01,5.243956353551127991e-01,5.106828178003122165e-01,5.109316127516196904e-01
1.300000000000000488e+00,4.135392891679858240e-01,5.787278206659254298e-01,5.299873530262291244e-01,5.152126301144479559e-01,5.154634583171004980e-01
1.305000000000000604e+00,4.132542085932835452e-01,5.810142488926753890e-01,5.356412621149166942e-01,5.197607382290140299e-01,5.200135485317061157e-01
1.310000000000000497e+00,4.129415731601861483e-01,5.832183460641185979e-01,5.413571913748251863e-01,5.243274654276322000e-01,5.245821888344439632e-01
1.315000000000000391e+00,4.126019043759756033e-01,5.853400313515779718e-01,5.471347284236041109e-01,5.289131687868932064e-01,5.291697100195947856e-01
1.320000000000000506e+00,4.122357193203642911e-01,5.873792711152960866e-01,5.529731854281296766e-01,5.335182197896417566e-01,5.337764527979518281e-01
1.325000000000000622e+00,4.118435327216121156e-01,5.893360860209642116e-01,5.588715905890941915e-01,5.381430189077555104e-01,5.384027796540017397e-01
1.330000000000000515e+00,4.114258534748673757e-01,5.912105494432220443e-01,5.648286668469284511e-01,5.427879986985575389e-01,5.430490710223170314e-01
1.335000000000000409e+00,4.109831908694074332e-01,5.930027840372888992e-01,5.708428063677662978e-01,5.474536245897445585e-01,5.477157228528375388e-01
1.340000000000000524e+00,4.105160484657590647e-01,5.947129641681316858e-01,5.769120588583479536e-01,5.521404025143896721e-01,5.524031601833458982e-01
1.345000000000000639e+00,4.100249247085410165e-01,5.963413088228012304e-01,5.830341015300447571e-01,5.568488756557691266e-01,5.571118208480554390e-01
1.350000000000000533e+00,4.095103174561744441e-01,5.978880875390226723e-01,5.892062361012586624e-01,5.615796429880861584e-01,5.618421696884648986e-01
